1;1333;473;0;0;265
2;1382;1001;0;0;268
3;1381;1001;0;0;265
4;1379;1001;0;0;265
5;1378;1001;1;0;265
6;1377;1001;1;0;264
7;1376;1001;1;0;265
8;1376;1001;2;0;264
9;1375;1001;2;0;265
10;1373;1001;2;0;265
11;1373;1001;2;0;265
12;1372;1001;3;0;264
13;1371;1001;3;0;263
14;1371;1001;3;0;264
15;1370;1001;4;0;264
16;1370;1001;4;0;265
17;1368;1001;4;0;264
18;1368;1001;4;0;265
19;1368;1001;5;0;264
20;1367;1001;5;0;267
21;1367;1001;5;0;265
22;1366;1001;5;0;264
23;1366;1001;6;0;263
24;1366;1001;6;0;265
25;1365;1001;6;0;266
26;1365;1001;7;0;265
27;1364;1001;7;0;263
28;1364;1001;7;0;264
29;1362;1001;7;0;264
30;1362;1001;8;0;264
31;1362;1001;8;0;265
32;1361;1001;8;0;265
33;1361;1001;9;0;264
34;1360;1001;9;0;265
35;1360;1001;9;0;266
36;1360;1001;9;0;265
37;1359;1001;10;0;266
38;1359;1001;10;0;265
39;1359;1001;10;0;264
40;1357;1001;10;0;264
41;1357;1001;11;0;267
42;1357;1001;11;0;264
43;1356;1001;11;0;265
44;1356;1001;12;0;266
45;1356;1001;12;0;264
46;1355;1001;12;0;265
47;1355;1001;12;0;265
48;1355;1001;13;0;266
49;1354;1001;13;0;265
50;1354;1001;13;0;265
51;1354;1001;14;0;265
52;1353;1001;14;0;264
53;1353;1001;14;0;264
54;1353;1001;14;0;264
55;1353;1001;15;0;265
56;1351;1001;15;0;265
57;1351;1001;15;0;265
58;1351;1001;15;0;266
59;1350;1001;16;0;264
60;1350;1001;16;0;264
61;1350;1001;16;0;265
62;1350;1001;17;0;266
63;1349;1001;17;0;266
64;1349;1001;17;0;265
65;1349;1001;17;0;266
66;1348;1001;18;0;265
67;1348;1001;18;0;266
68;1348;1001;18;0;266
69;1346;1001;19;0;265
70;1346;1001;19;0;267
71;1346;1001;19;0;265
72;1346;1001;19;0;265
73;1346;1001;20;0;266
74;1345;1001;20;0;266
75;1345;1001;20;0;267
76;1345;1001;20;0;266
77;1344;1001;21;0;265
78;1344;1001;21;0;266
79;1344;1001;21;0;265
80;1344;1001;22;0;266
81;1343;1001;22;0;265
82;1343;1001;22;0;266
83;1343;1001;22;0;266
84;1343;1001;23;0;268
85;1342;1001;23;0;266
86;1342;1001;23;0;267
87;1342;1001;24;0;266
88;1342;1001;24;0;266
89;1340;1001;24;0;267
90;1340;1001;24;0;265
91;1340;1001;25;0;266
92;1340;1001;25;0;266
93;1339;1001;25;0;267
94;1339;1001;26;0;266
95;1339;1001;26;0;266
96;1339;1001;26;0;265
97;1339;1001;26;0;266
98;1338;1001;27;0;265
99;1338;1001;27;0;266
100;1338;1001;27;0;266
101;1338;1001;27;0;267
102;1337;1001;28;0;265
103;1337;1001;28;0;266
104;1337;1001;28;0;267
105;1335;1001;29;0;265
106;1335;1001;29;0;267
107;1335;1001;29;0;268
108;1335;1001;29;0;266
109;1335;1001;30;0;268
110;1334;1001;30;0;267
111;1334;1001;30;0;267
112;1334;1001;31;0;265
113;1334;1001;31;0;266
114;1333;1001;31;0;267
115;1333;1001;31;0;266
116;1333;1001;32;0;266
117;1333;1001;32;0;268
118;1333;1001;32;0;266
119;1332;1001;32;0;267
120;1332;1001;33;0;267
121;1332;1001;33;0;265
122;1332;1001;33;0;267
123;1331;1001;34;0;267
124;1331;1001;34;0;267
125;1331;1001;34;0;266
126;1331;1001;34;0;267
127;1329;1001;35;0;267
128;1329;1001;35;0;267
129;1329;1001;35;0;267
130;1329;1001;36;0;269
131;1329;1001;36;0;266
132;1328;1001;36;0;266
133;1328;1001;36;0;266
134;1328;1001;37;0;267
135;1328;1001;37;0;267
136;1328;1001;37;0;268
137;1327;1001;37;0;266
138;1327;1001;38;0;268
139;1327;1001;38;0;267
140;1327;1001;38;0;268
141;1327;1001;39;0;268
142;1327;1001;39;0;268
143;1326;1001;39;0;268
144;1326;1001;39;0;269
145;1326;1001;40;0;267
146;1326;1001;40;0;266
147;1324;1001;40;0;267
148;1324;1001;41;0;267
149;1324;1001;41;0;268
150;1324;1001;41;0;268
151;1323;1001;41;0;269
152;1323;1001;42;0;268
153;1323;1001;42;0;268
154;1323;1001;42;0;267
155;1323;1001;42;0;266
156;1323;1001;43;0;267
157;1322;1001;43;0;268
158;1322;1001;43;0;266
159;1322;1001;44;0;268
160;1322;1001;44;0;268
161;1322;1001;44;0;267
162;1321;1001;44;0;268
163;1321;1001;45;0;268
164;1321;1001;45;0;267
165;1321;1001;45;0;268
166;1320;1001;46;0;268
167;1320;1001;46;0;268
168;1320;1001;46;0;268
169;1320;1001;46;0;269
170;1320;1001;47;0;268
171;1320;1001;47;0;269
172;1318;1001;47;0;269
173;1318;1001;47;0;269
174;1318;1001;48;0;268
175;1318;1001;48;0;268
176;1318;1001;48;0;268
177;1317;1001;49;0;268
178;1317;1001;49;0;268
179;1317;1001;49;0;269
180;1317;1001;49;0;269
181;1317;1001;50;0;268
182;1316;1001;50;0;268
183;1316;1001;50;0;267
184;1316;1001;51;0;269
185;1316;1001;51;0;270
186;1316;1001;51;0;269
187;1315;1001;51;0;267
188;1315;1001;52;0;270
189;1315;1001;52;0;269
190;1315;1001;52;0;269
191;1315;1001;53;0;269
192;1315;1001;53;0;267
193;1313;1001;53;0;269
194;1313;1001;53;0;269
195;1313;1001;54;0;268
196;1313;1001;54;0;269
197;1313;1001;54;0;268
198;1313;1001;54;0;270
199;1312;1001;55;0;270
200;1312;1001;55;0;269
201;1312;1001;55;0;267
202;1312;1001;56;0;269
203;1312;1001;56;0;270
204;1311;1001;56;0;269
205;1311;1001;56;0;268
206;1311;1001;57;0;270
207;1311;1001;57;0;269
208;1311;1001;57;0;269
209;1311;1001;58;0;268
210;1310;1001;58;0;268
211;1310;1001;58;0;269
212;1310;1001;58;0;269
213;1310;1001;59;0;271
214;1310;1001;59;0;269
215;1310;1001;59;0;271
216;1309;1001;59;0;268
217;1309;1001;60;0;269
218;1309;1001;60;0;269
219;1309;1001;60;0;269
220;1309;1001;61;0;269
221;1307;1001;61;0;271
222;1307;1001;61;0;269
223;1307;1001;61;0;270
224;1307;1001;62;0;271
225;1307;1001;62;0;271
226;1307;1001;62;0;268
227;1306;1001;63;0;270
228;1306;1001;63;0;270
229;1306;1001;63;0;271
230;1306;1001;63;0;270
231;1306;1001;64;0;269
232;1306;1001;64;0;270
233;1306;1001;64;0;271
234;1305;1001;64;0;269
